"v","pipeline","nMax","survivingDigits","baseCoord","peakX","baselineCurrent","Delta_Baseline","peakY","troughVal","FWHM","curvature","Invariant_Q","CosineMean","Cos99"
580,"g0",50000,78,8.3694971046527653545e166,8.3694971046527653545e166,1.0825852352174278762,0.000060804960951894724347,1.0839856767560387,1.0710412414511534636,0.0002702397553706687,-544392.9275808207,0.47047383284320865,0.9989277557376977393,20
600,"y0",50000,71,1.0624841350649018815e174,1.0624841350649018815e174,0.60699877266409965338,0.00023605940661069207597,0.7260365150868893,0.70693657157660783303,0.0003512667915059886,-585394.689988707,0.3344724745263134,-0.33398802409428041061,4
620,"g0",50000,66,6.9257977473424946435e178,6.9257977473424946435e178,1.0756949967359618739,-0.000045980974259449373017,1.0892256136251564,1.0864281396396859017,0.0001011784816669554,-285593.77271129005,18.90083354704813,0.99960625256591483218,20
640,"y0",50000,59,7.4815040259844364057e185,7.4815040259844364057e185,0.58860697375435287498,0.00010588040102725624051,0.7361691098776646,0.73411516513598565549,0.00007234235121456045,-150730.3727928541,0.46288854865005585,-0.33830143977016109885,5
640,"g0",50000,60,8.3566206024602586978e184,8.3566206024602586978e184,1.0870444057014756962,-0.00027058095079454913062,1.0883114399736629,1.0742742815919041962,0.00043661566132077256,-317660.66999336606,0.2875158421111138,0.9998692625538979805,20
660,"y0",50000,52,2.6612947740246524226e192,2.6612947740246524226e192,0.55308393487062604445,9.4619388628622470021e-6,0.6963392035104334,0.67603624967214691383,0.0004757691138048692,-458299.73967614403,0.18814729317066617,-0.33802460596796842418,5
660,"g0",50000,54,2.5593227540291390575e190,2.5593227540291390575e190,1.0861777068924337381,0.00011015904176842408511,1.0932187184969089,1.0699812370033321414,0.00029281900381925214,-858779.3050209178,0.2508611828852506,0.99992213475977056095,20
700,"y0",50000,41,1.0585287168830704808e204,1.0585287168830704808e204,0.59807456542524232729,0.00033187257624473894359,0.7551682947669178,0.73362565286113483974,0.0007135141116594301,-208056.19360791327,0.28515337229034565,-0.3361814498400128305,4
700,"g0",50000,43,7.7495870864324806629e201,7.7495870864324806629e201,1.050557490790295531,0.000087409549634587772087,1.0888234514597817,1.0516725319130434443,0.0008582443100065188,-466079.697147339,0.18943480269956986,0.99994510580516443054,20
720,"g0",50000,36,7.5693218221143803179e208,7.5693218221143803179e208,1.0395637139844384694,-0.00015837109109628899389,1.08461063078675,1.0759553324109624977,0.00015810104139814696,-334622.6461136843,0.4617463051327888,0.99994630102531313302,20
740,"g0",50000,30,9.8033087435942773282e214,9.8033087435942773282e214,1.0403490427148652194,0.000076410484054104609032,1.111150919816914,1.0925584761205240273,0.00047788306567222646,-312292.3652787565,0.20546428336418954,0.99996974384087526115,20
760,"g0",50000,25,7.1108363637387568439e219,7.1108363637387568439e219,1.0868232151878756584,-0.00008264461735191435377,1.1009266675945821,1.0870780118635907618,0.00010421982194484542,-823502.7266452729,0.12692868282693745,0.99994988938257203985,20
220,"g0",100000,184,2.1794088308290174199e60,2.1794088308290174199e60,0.96142889940565814189,0.e-41,0.9789605640073349,0.93983996916837107433,0.0004423994375372115,-894903.6640796321,0.22780684964937536,0.45878214832535712164,1
240,"g0",100000,178,1.9502106225571139198e66,1.9502106225571139198e66,0.98991906394956547593,0.e-41,1.0039717577856724,1.0028749219275094094,0,-229007.3125958067,2.121041811503617,0.40754493378302167959,1
